uSiteMeasureID,siteID,sampleID,reporterID,dateTime,type,typeOther,typeDescription,aggregation,aggregationOther,aggregationDesc,value,unit,notes,Unnamed: 14
SM_TB240_TSS,TB,PV2295,McKay-GLIER,2023-01-06 08:45:00,wwTSS,,Laboratory analysis,max,,,142.8,mg/L,,
SM_TB241_T,TB,PV2296,McKay-GLIER,2023-01-09 09:20:00,wwTemp,,Field hand-held probe,max,,,4.5,oC,,
SM_TB241_pH,TB,PV2296,McKay-GLIER,2023-01-09 09:20:00,wwpH,,Field hand-held probe,max,,,7.677,,,
SM_TB241_F,TB,PV2296,McKay-GLIER,2023-01-09 09:20:00,wwFlow,,Measured daily average flow,mean,,,51.61,ML/D,,
SM_TB241_TSS,TB,PV2296,McKay-GLIER,2023-01-09 09:20:00,wwTSS,,Laboratory analysis,max,,,112.4,mg/L,,
SM_LA142_F,LA,PV2297,McKay-GLIER,2023-01-10 08:00:00,wwFlow,,Measured daily average flow,mean,,,134.48,L/s,,
SM_LA142_T,LA,PV2297,McKay-GLIER,2023-01-10 08:00:00,wwTemp,,Field hand-held probe,max,,,15.1,oC,,
SM_LA142_pH,LA,PV2297,McKay-GLIER,2023-01-10 08:00:00,wwpH,,Field hand-held probe,max,,,7.52,,,
SM_LRWRP437_F,LRWRP,PV2300,McKay-GLIER,2023-01-10 07:00:00,wwFlow,,Measured daily average flow,mean,,,60.0,ML/D,,
SM_LRWRP437_T,LRWRP,PV2300,McKay-GLIER,2023-01-10 07:00:00,wwTemp,,Field hand-held probe,max,,,13.4,oC,,
SM_LRWRP437_pH,LRWRP,PV2300,McKay-GLIER,2023-01-10 07:00:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_LRWRP438_F,LRWRP,PV2301,McKay-GLIER,2023-01-11 07:00:00,wwFlow,,Measured daily average flow,mean,,,55.0,ML/D,,
SM_LRWRP438_T,LRWRP,PV2301,McKay-GLIER,2023-01-11 07:00:00,wwTemp,,Field hand-held probe,max,,,14.4,oC,,
SM_LRWRP438_pH,LRWRP,PV2301,McKay-GLIER,2023-01-11 07:00:00,wwpH,,Field hand-held probe,max,,,6.7,,,
SM_CHWW220_F,CHWW,PV2309,McKay-GLIER,2023-01-11 13:00:00,wwFlow,,Measured daily average flow,mean,,,16.01,ML/D,,
SM_CHWW220_T,CHWW,PV2309,McKay-GLIER,2023-01-11 13:00:00,wwTemp,,Field hand-held probe,max,,,13.7,oC,,
SM_CHWW220_pH,CHWW,PV2309,McKay-GLIER,2023-01-11 13:00:00,wwpH,,Field hand-held probe,max,,,8.22,,,
SM_TB242_T,TB,PV2310,McKay-GLIER,2023-01-11 09:05:00,wwTemp,,Field hand-held probe,max,,,4.1,oC,,
SM_TB242_pH,TB,PV2310,McKay-GLIER,2023-01-11 09:05:00,wwpH,,Field hand-held probe,max,,,7.643,,,
SM_TB242_F,TB,PV2310,McKay-GLIER,2023-01-11 09:05:00,wwFlow,,Measured daily average flow,mean,,,49.9,ML/D,, 
SM_LRPCP425_F,LRPCP,PV2311,McKay-GLIER,2023-01-12 00:00:00,wwFlow,,Measured daily average flow,mean,,,32000.0,m3/d,,
SM_LRPCP425_T,LRPCP,PV2311,McKay-GLIER,2023-01-12 00:00:00,wwTemp,,Field hand-held probe,max,,,14.6,oC,,
SM_LRPCP425_pH,LRPCP,PV2311,McKay-GLIER,2023-01-12 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRPCP426_F,LRPCP,PV2312,McKay-GLIER,2023-01-13 00:00:00,wwFlow,,Measured daily average flow,mean,,,32000.0,m3/d,,
SM_LRPCP426_T,LRPCP,PV2312,McKay-GLIER,2023-01-13 00:00:00,wwTemp,,Field hand-held probe,max,,,14.6,oC,,
SM_LRPCP426_pH,LRPCP,PV2312,McKay-GLIER,2023-01-13 00:00:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_LRWRP440_F,LRWRP,PV2314,McKay-GLIER,2023-01-13 07:00:00,wwFlow,,Measured daily average flow,mean,,,50.0,ML/D,,
SM_LRWRP440_T,LRWRP,PV2314,McKay-GLIER,2023-01-13 07:00:00,wwTemp,,Field hand-held probe,max,,,14.3,oC,,
SM_LRWRP440_pH,LRWRP,PV2314,McKay-GLIER,2023-01-13 07:00:00,wwpH,,Field hand-held probe,max,,,6.5,,,
SM_AM233_F,AM,PV2317,McKay-GLIER,2023-01-16 06:45:00,wwFlow,,Measured daily average flow,mean,,,5616.7,m3/d,,
SM_AM233_F_Spot,AM,PV2317,McKay-GLIER,2023-01-16 06:45:00,wwFlow,,Field hand-held probe,max,,,234.02,m3/hr,,
SM_AM233_T,AM,PV2317,McKay-GLIER,2023-01-16 06:45:00,wwTemp,,Field hand-held probe,max,,,10.7,oC,,
SM_AM233_pH,AM,PV2317,McKay-GLIER,2023-01-16 06:45:00,wwpH,,Field hand-held probe,max,,,7.53,,,
SM_LPCC312_F,LPCC,PV2318,McKay-GLIER,2023-01-11 07:20:00,wwFlow,,Measured daily average flow,mean,,,191.9,L/s,,
SM_LPCC312_pH,LPCC,PV2318,McKay-GLIER,2023-01-11 07:20:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_LPCC312_T,LPCC,PV2318,McKay-GLIER,2023-01-11 07:20:00,wwTemp,,Field hand-held probe,max,,,10.7,oC,,
SM_LPCC313_F,LPCC,PV2319,McKay-GLIER,2023-01-13 07:30:00,wwFlow,,Measured daily average flow,mean,,,203.5,L/s,,
SM_LPCC313_pH,LPCC,PV2319,McKay-GLIER,2023-01-13 07:30:00,wwpH,,Field hand-held probe,max,,,6.2,,,
SM_LPCC313_T,LPCC,PV2319,McKay-GLIER,2023-01-13 07:30:00,wwTemp,,Field hand-held probe,max,,,14.7,oC,,
SM_LPCC314_F,LPCC,PV2320,McKay-GLIER,2023-01-16 07:30:00,wwFlow,,Measured daily average flow,mean,,,137.98,L/s,,
SM_LPCC314_pH,LPCC,PV2320,McKay-GLIER,2023-01-16 07:30:00,wwpH,,Field hand-held probe,max,,,7.5,,,
SM_LPCC314_T,LPCC,PV2320,McKay-GLIER,2023-01-16 07:30:00,wwTemp,,Field hand-held probe,max,,,9.0,oC,,
SM_LRPCP427_F,LRPCP,PV2321,McKay-GLIER,2023-01-16 00:00:00,wwFlow,,Measured daily average flow,mean,,,27500.0,m3/d,,
SM_LRPCP427_T,LRPCP,PV2321,McKay-GLIER,2023-01-16 00:00:00,wwTemp,,Field hand-held probe,max,,,14.98,oC,,
SM_LRPCP427_pH,LRPCP,PV2321,McKay-GLIER,2023-01-16 00:00:00,wwpH,,Field hand-held probe,max,,,7.08,,,
SM_LRWRP441_F,LRWRP,PV2322,McKay-GLIER,2023-01-16 06:30:00,wwFlow,,Measured daily average flow,mean,,,43.79,ML/D,,
SM_LRWRP441_T,LRWRP,PV2322,McKay-GLIER,2023-01-16 06:30:00,wwTemp,,Field hand-held probe,max,,,13.3,oC,,
SM_LRWRP441_pH,LRWRP,PV2322,McKay-GLIER,2023-01-16 06:30:00,wwpH,,Field hand-held probe,max,,,6.6,,,
SM_CHWW221_F,CHWW,PV2334,McKay-GLIER,2023-01-13 07:00:00,wwFlow,,Measured daily average flow,mean,,,16.69,ML/D,,
SM_CHWW221_T,CHWW,PV2334,McKay-GLIER,2023-01-13 07:00:00,wwTemp,,Field hand-held probe,max,,,13.0,oC,,
SM_CHWW221_pH,CHWW,PV2334,McKay-GLIER,2023-01-13 07:00:00,wwpH,,Field hand-held probe,max,,,8.76,,,
SM_CHWW222_F,CHWW,PV2335,McKay-GLIER,2023-01-16 07:00:00,wwFlow,,Measured daily average flow,mean,,,15.88,ML/D,,
SM_CHWW222_T,CHWW,PV2335,McKay-GLIER,2023-01-16 07:00:00,wwTemp,,Field hand-held probe,max,,,13.09,oC,,
SM_CHWW222_pH,CHWW,PV2335,McKay-GLIER,2023-01-16 07:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_TB243_T,TB,PV2336,McKay-GLIER,2023-01-13 09:00:00,wwTemp,,Field hand-held probe,max,,,9.5,oC,,
SM_TB243_pH,TB,PV2336,McKay-GLIER,2023-01-13 09:00:00,wwpH,,Field hand-held probe,max,,,7.673,,,
SM_TB243_F,TB,PV2336,McKay-GLIER,2023-01-13 09:00:00,wwFlow,,Measured daily average flow,mean,,,49.51,ML/D,,
SM_TB243_TSS,TB,PV2336,McKay-GLIER,2023-01-13 09:00:00,wwTSS,,Laboratory analysis,max,,,131.2,mg/L,,
SM_TB244_T,TB,PV2337,McKay-GLIER,2023-01-16 09:15:00,wwTemp,,Field hand-held probe,max,,,3.8,oC,,
SM_TB244_pH,TB,PV2337,McKay-GLIER,2023-01-16 09:15:00,wwpH,,Field hand-held probe,max,,,7.597,,,
SM_TB244_F,TB,PV2337,McKay-GLIER,2023-01-16 09:15:00,wwFlow,,Measured daily average flow,mean,,,50.42,ML/D,,
SM_TB244_TSS,TB,PV2337,McKay-GLIER,2023-01-16 09:15:00,wwTSS,,Laboratory analysis,max,,,329.0,mg/L,,
SM_LA143_F,LA,PV2338,McKay-GLIER,2023-01-18 08:00:00,wwFlow,,Measured daily average flow,mean,,,13474.42,m3/d,,
SM_LA143_T,LA,PV2338,McKay-GLIER,2023-01-18 08:00:00,wwTemp,,Field hand-held probe,max,,,19.0,oC,,
SM_LA143_pH,LA,PV2338,McKay-GLIER,2023-01-18 08:00:00,wwpH,,Field hand-held probe,max,,,7.63,,,
SM_LRPCP428_F,LRPCP,PV2339,McKay-GLIER,2023-01-17 00:00:00,wwFlow,,Measured daily average flow,mean,,,52500.0,m3/d,,
SM_LRPCP428_T,LRPCP,PV2339,McKay-GLIER,2023-01-17 00:00:00,wwTemp,,Field hand-held probe,max,,,11.95,oC,,
SM_LRPCP428_pH,LRPCP,PV2339,McKay-GLIER,2023-01-17 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRPCP429_F,LRPCP,PV2340,McKay-GLIER,2023-01-18 00:00:00,wwFlow,,Measured daily average flow,mean,,,66000.0,m3/d,,
SM_LRPCP429_T,LRPCP,PV2340,McKay-GLIER,2023-01-18 00:00:00,wwTemp,,Field hand-held probe,max,,,14.3,oC,,
SM_LRPCP429_pH,LRPCP,PV2340,McKay-GLIER,2023-01-18 00:00:00,wwpH,,Field hand-held probe,max,,,7.4,,,
SM_CHWW223_F,CHWW,PV2346,McKay-GLIER,2023-01-18 07:00:00,wwFlow,,Measured daily average flow,mean,,,22.92,ML/D,,
SM_CHWW223_T,CHWW,PV2346,McKay-GLIER,2023-01-18 07:00:00,wwTemp,,Field hand-held probe,max,,,11.5,oC,,
SM_CHWW223_pH,CHWW,PV2346,McKay-GLIER,2023-01-18 07:00:00,wwpH,,Field hand-held probe,max,,,8.03,,,
SM_TB245_T,TB,PV2347,McKay-GLIER,2023-01-18 09:20:00,wwTemp,,Field hand-held probe,max,,,5.0,oC,,
SM_TB245_pH,TB,PV2347,McKay-GLIER,2023-01-18 09:20:00,wwpH,,Field hand-held probe,max,,,7.545,,,
SM_TB245_F,TB,PV2347,McKay-GLIER,2023-01-18 09:20:00,wwFlow,,Measured daily average flow,mean,,,50.81,ML/D,, 
SM_TB245_TSS,TB,PV2347,McKay-GLIER,2023-01-18 09:20:00,wwTSS,,Laboratory analysis,max,,,215.0,mg/L,,
SM_LRPCP430_T,LRPCP,PV2348,McKay-GLIER,2023-01-19 00:00:00,wwTemp,,Field hand-held probe,max,,,8.9,oC,,
SM_LRPCP430_pH,LRPCP,PV2348,McKay-GLIER,2023-01-19 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRPCP431_T,LRPCP,PV2349,McKay-GLIER,2023-01-20 00:00:00,wwTemp,,Field hand-held probe,max,,,12.5,oC,,
SM_LRPCP431_pH,LRPCP,PV2349,McKay-GLIER,2023-01-20 00:00:00,wwpH,,Field hand-held probe,max,,,7.5,,,
SM_LRWRP444_F,LRWRP,PV2350,McKay-GLIER,2023-01-19 07:00:00,wwFlow,,Measured daily average flow,mean,,,300.0,ML/D,,
SM_LRWRP444_T,LRWRP,PV2350,McKay-GLIER,2023-01-19 07:00:00,wwTemp,,Field hand-held probe,max,,,11.5,oC,,
SM_LRWRP444_pH,LRWRP,PV2350,McKay-GLIER,2023-01-19 07:00:00,wwpH,,Field hand-held probe,max,,,6.7,,,
SM_LRWRP445_F,LRWRP,PV2351,McKay-GLIER,2023-01-20 07:00:00,wwFlow,,Measured daily average flow,mean,,,400.0,ML/D,,
SM_LRWRP445_T,LRWRP,PV2351,McKay-GLIER,2023-01-20 07:00:00,wwTemp,,Field hand-held probe,max,,,10.0,oC,,
SM_LRWRP445_pH,LRWRP,PV2351,McKay-GLIER,2023-01-20 07:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_AM235_F,AM,PV2357,McKay-GLIER,2023-01-23 06:30:00,wwFlow,,Measured daily average flow,mean,,,8055.5,m3/d,,
SM_AM235_F_Spot,AM,PV2357,McKay-GLIER,2023-01-23 06:30:00,wwFlow,,Field hand-held probe,max,,,335.6,m3/hr,,
SM_AM235_T,AM,PV2357,McKay-GLIER,2023-01-23 06:30:00,wwTemp,,Field hand-held probe,max,,,11.3,oC,,
SM_AM235_pH,AM,PV2357,McKay-GLIER,2023-01-23 06:30:00,wwpH,,Field hand-held probe,max,,,7.49,,,
SM_LPCC315_F,LPCC,PV2358,McKay-GLIER,2023-01-18 07:30:00,wwFlow,,Measured daily average flow,mean,,,259.9,L/s,,
SM_LPCC315_pH,LPCC,PV2358,McKay-GLIER,2023-01-18 07:30:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LPCC315_T,LPCC,PV2358,McKay-GLIER,2023-01-18 07:30:00,wwTemp,,Field hand-held probe,max,,,11.5,oC,,
SM_LPCC316_F,LPCC,PV2359,McKay-GLIER,2023-01-20 07:30:00,wwFlow,,Measured daily average flow,mean,,,477.83,L/s,,
SM_LPCC316_pH,LPCC,PV2359,McKay-GLIER,2023-01-20 07:30:00,wwpH,,Field hand-held probe,max,,,6.5,,,
SM_LPCC316_T,LPCC,PV2359,McKay-GLIER,2023-01-20 07:30:00,wwTemp,,Field hand-held probe,max,,,14.1,oC,,
SM_LPCC317_F,LPCC,PV2360,McKay-GLIER,2023-01-23 07:30:00,wwFlow,,Measured daily average flow,mean,,,250.0,L/s,,
SM_LPCC317_pH,LPCC,PV2360,McKay-GLIER,2023-01-23 07:30:00,wwpH,,Field hand-held probe,max,,,7.5,,,
SM_LPCC317_T,LPCC,PV2360,McKay-GLIER,2023-01-23 07:30:00,wwTemp,,Field hand-held probe,max,,,9.7,oC,,
SM_LRPCP432_F,LRPCP,PV2361,McKay-GLIER,2023-01-22 23:59:00,wwFlow,,Measured daily average flow,mean,,,81800.0,m3/d,,
SM_LRPCP432_T,LRPCP,PV2361,McKay-GLIER,2023-01-22 23:59:00,wwTemp,,Field hand-held probe,max,,,12.5,oC,,
SM_LRPCP432_pH,LRPCP,PV2361,McKay-GLIER,2023-01-22 23:59:00,wwpH,,Field hand-held probe,max,,,7.08,,,
SM_CHWW224_F,CHWW,PV2368,McKay-GLIER,2023-01-20 07:00:00,wwFlow,,Measured daily average flow,mean,,,30.95,ML/D,,
SM_CHWW224_T,CHWW,PV2368,McKay-GLIER,2023-01-20 07:00:00,wwTemp,,Field hand-held probe,max,,,10.3,oC,,
SM_CHWW224_pH,CHWW,PV2368,McKay-GLIER,2023-01-20 07:00:00,wwpH,,Field hand-held probe,max,,,7.8,,,
SM_CHWW225_F,CHWW,PV2369,McKay-GLIER,2023-01-23 07:00:00,wwFlow,,Measured daily average flow,mean,,,21.52,ML/D,,
SM_CHWW225_T,CHWW,PV2369,McKay-GLIER,2023-01-23 07:00:00,wwTemp,,Field hand-held probe,max,,,10.7,oC,,
SM_CHWW225_pH,CHWW,PV2369,McKay-GLIER,2023-01-23 07:00:00,wwpH,,Field hand-held probe,max,,,7.63,,,
SM_TB246_T,TB,PV2370,McKay-GLIER,2023-01-20 09:00:00,wwTemp,,Field hand-held probe,max,,,5.5,oC,,
SM_TB246_pH,TB,PV2370,McKay-GLIER,2023-01-20 09:00:00,wwpH,,Field hand-held probe,max,,,7.553,,,
SM_TB246_F,TB,PV2370,McKay-GLIER,2023-01-20 09:00:00,wwFlow,,Measured daily average flow,mean,,,49.82,ML/D,,
SM_TB246_TSS,TB,PV2370,McKay-GLIER,2023-01-20 09:00:00,wwTSS,,Laboratory analysis,max,,,252.0,mg/L,,
SM_TB247_T,TB,PV2371,McKay-GLIER,2023-01-23 09:15:00,wwTemp,,Field hand-held probe,max,,,5.2,oC,,
SM_TB247_pH,TB,PV2371,McKay-GLIER,2023-01-23 09:15:00,wwpH,,Field hand-held probe,max,,,7.559,,,
SM_TB247_F,TB,PV2371,McKay-GLIER,2023-01-23 09:15:00,wwFlow,,Measured daily average flow,mean,,,50.02,ML/D,,
SM_TB247_TSS,TB,PV2371,McKay-GLIER,2023-01-23 09:15:00,wwTSS,,Laboratory analysis,max,,,260.4,mg/L,,
SM_LRPCP433_F,LRPCP,PV2372,McKay-GLIER,2023-01-24 00:00:00,wwFlow,,Measured daily average flow,mean,,,60000.0,m3/d,,
SM_LRPCP433_T,LRPCP,PV2372,McKay-GLIER,2023-01-24 00:00:00,wwTemp,,Field hand-held probe,max,,,13.2,oC,,
SM_LRPCP433_pH,LRPCP,PV2372,McKay-GLIER,2023-01-24 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRPCP434_F,LRPCP,PV2373,McKay-GLIER,2023-01-25 00:00:00,wwFlow,,Measured daily average flow,mean,,,40000.0,m3/d,,
SM_LRPCP434_T,LRPCP,PV2373,McKay-GLIER,2023-01-25 00:00:00,wwTemp,,Field hand-held probe,max,,,13.3,oC,,
SM_LRPCP434_pH,LRPCP,PV2373,McKay-GLIER,2023-01-25 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRWRP447_F,LRWRP,PV2374,McKay-GLIER,2023-01-24 06:30:00,wwFlow,,Measured daily average flow,mean,,,90.0,ML/D,,
SM_LRWRP447_T,LRWRP,PV2374,McKay-GLIER,2023-01-24 06:30:00,wwTemp,,Field hand-held probe,max,,,12.2,oC,,
SM_LRWRP447_pH,LRWRP,PV2374,McKay-GLIER,2023-01-24 06:30:00,wwpH,,Field hand-held probe,max,,,6.7,,,
SM_LRWRP448_F,LRWRP,PV2375,McKay-GLIER,2023-01-25 07:00:00,wwFlow,,Measured daily average flow,mean,,,75.0,ML/D,,
SM_LRWRP448_T,LRWRP,PV2375,McKay-GLIER,2023-01-25 07:00:00,wwTemp,,Field hand-held probe,max,,,12.4,oC,,
SM_LRWRP448_pH,LRWRP,PV2375,McKay-GLIER,2023-01-25 07:00:00,wwpH,,Field hand-held probe,max,,,6.6,,,
SM_CHWW226_F,CHWW,PV2380,McKay-GLIER,2023-01-25 07:00:00,wwFlow,,Measured daily average flow,mean,,,19.42,ML/D,,
SM_CHWW226_T,CHWW,PV2380,McKay-GLIER,2023-01-25 07:00:00,wwTemp,,Field hand-held probe,max,,,8.9,oC,,
SM_CHWW226_pH,CHWW,PV2380,McKay-GLIER,2023-01-25 07:00:00,wwpH,,Field hand-held probe,max,,,8.44,,,
SM_TB248_T,TB,PV2381,McKay-GLIER,2023-01-25 09:00:00,wwTemp,,Field hand-held probe,max,,,4.0,oC,,
SM_TB248_pH,TB,PV2381,McKay-GLIER,2023-01-25 09:00:00,wwpH,,Field hand-held probe,max,,,7.463,,,
SM_TB248_F,TB,PV2381,McKay-GLIER,2023-01-25 09:00:00,wwFlow,,Measured daily average flow,mean,,,48.93,ML/D,, 
SM_TB248_TSS,TB,PV2381,McKay-GLIER,2023-01-25 09:00:00,wwTSS,,Laboratory analysis,max,,,271.2,mg/L,,
SM_LA144_F,LA,PV2382,McKay-GLIER,2023-01-26 07:45:00,wwFlow,,Measured daily average flow,mean,,,160.0,L/s,,
SM_LA144_T,LA,PV2382,McKay-GLIER,2023-01-26 07:45:00,wwTemp,,Field hand-held probe,max,,,15.9,oC,,
SM_LA144_pH,LA,PV2382,McKay-GLIER,2023-01-26 07:45:00,wwpH,,Field hand-held probe,max,,,7.65,,,
SM_LRPCP435_T,LRPCP,PV2383,McKay-GLIER,2023-01-26 00:00:00,wwTemp,,Field hand-held probe,max,,,12.0,oC,,
SM_LRPCP435_pH,LRPCP,PV2383,McKay-GLIER,2023-01-26 00:00:00,wwpH,,Field hand-held probe,max,,,7.5,,,
SM_LRPCP436_T,LRPCP,PV2384,McKay-GLIER,2023-01-27 00:00:00,wwTemp,,Field hand-held probe,max,,,9.0,oC,,
SM_LRPCP436_pH,LRPCP,PV2384,McKay-GLIER,2023-01-27 00:00:00,wwpH,,Field hand-held probe,max,,,7.4,,,
SM_LRWRP449_F,LRWRP,PV2385,McKay-GLIER,2023-01-26 07:00:00,wwFlow,,Measured daily average flow,mean,,,98.0,ML/D,,
SM_LRWRP449_T,LRWRP,PV2385,McKay-GLIER,2023-01-26 07:00:00,wwTemp,,Field hand-held probe,max,,,11.8,oC,,
SM_LRWRP449_pH,LRWRP,PV2385,McKay-GLIER,2023-01-26 07:00:00,wwpH,,Field hand-held probe,max,,,6.7,,,
SM_LRWRP450_F,LRWRP,PV2386,McKay-GLIER,2023-01-27 07:00:00,wwFlow,,Measured daily average flow,mean,,,94.0,ML/D,,
SM_LRWRP450_T,LRWRP,PV2386,McKay-GLIER,2023-01-27 07:00:00,wwTemp,,Field hand-held probe,max,,,11.9,oC,,
SM_LRWRP450_pH,LRWRP,PV2386,McKay-GLIER,2023-01-27 07:00:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_AM236_F,AM,PV2391,McKay-GLIER,2023-01-27 06:30:00,wwFlow,,Measured daily average flow,mean,,,8079.0,m3/d,,
SM_AM236_F_Spot,AM,PV2391,McKay-GLIER,2023-01-27 06:30:00,wwFlow,,Field hand-held probe,max,,,337.0,m3/hr,,
SM_AM236_T,AM,PV2391,McKay-GLIER,2023-01-27 06:30:00,wwTemp,,Field hand-held probe,max,,,13.1,oC,,
SM_AM236_pH,AM,PV2391,McKay-GLIER,2023-01-27 06:30:00,wwpH,,Field hand-held probe,max,,,7.44,,,
SM_AM237_F,AM,PV2392,McKay-GLIER,2023-01-30 06:30:00,wwFlow,,Measured daily average flow,mean,,,8138.0,m3/d,,
SM_AM237_F_Spot,AM,PV2392,McKay-GLIER,2023-01-30 06:30:00,wwFlow,,Field hand-held probe,max,,,339.08,m3/hr,,
SM_AM237_T,AM,PV2392,McKay-GLIER,2023-01-30 06:30:00,wwTemp,,Field hand-held probe,max,,,11.0,oC,,
SM_AM237_pH,AM,PV2392,McKay-GLIER,2023-01-30 06:30:00,wwpH,,Field hand-held probe,max,,,7.72,,,
SM_LPCC318_F,LPCC,PV2393,McKay-GLIER,2023-01-25 07:30:00,wwFlow,,Measured daily average flow,mean,,,198.0,L/s,,
SM_LPCC318_pH,LPCC,PV2393,McKay-GLIER,2023-01-25 07:30:00,wwpH,,Field hand-held probe,max,,,7.23,,,
SM_LPCC318_T,LPCC,PV2393,McKay-GLIER,2023-01-25 07:30:00,wwTemp,,Field hand-held probe,max,,,10.7,oC,,
SM_LPCC319_F,LPCC,PV2394,McKay-GLIER,2023-01-27 07:30:00,wwFlow,,Measured daily average flow,mean,,,243.0,L/s,,
SM_LPCC319_pH,LPCC,PV2394,McKay-GLIER,2023-01-27 07:30:00,wwpH,,Field hand-held probe,max,,,7.4,,,
SM_LPCC319_T,LPCC,PV2394,McKay-GLIER,2023-01-27 07:30:00,wwTemp,,Field hand-held probe,max,,,8.3,oC,,
SM_LPCC320_F,LPCC,PV2395,McKay-GLIER,2023-01-30 07:30:00,wwFlow,,Measured daily average flow,mean,,,194.9,L/s,,
SM_LPCC320_pH,LPCC,PV2395,McKay-GLIER,2023-01-30 07:30:00,wwpH,,Field hand-held probe,max,,,7.4,,,
SM_LPCC320_T,LPCC,PV2395,McKay-GLIER,2023-01-30 07:30:00,wwTemp,,Field hand-held probe,max,,,11.5,oC,,
SM_LRPCP437_F,LRPCP,PV2396,McKay-GLIER,2023-01-30 00:00:00,wwFlow,,Measured daily average flow,mean,,,46000.0,m3/d,,
SM_LRPCP437_T,LRPCP,PV2396,McKay-GLIER,2023-01-30 00:00:00,wwTemp,,Field hand-held probe,max,,,13.3,oC,,
SM_LRPCP437_pH,LRPCP,PV2396,McKay-GLIER,2023-01-30 00:00:00,wwpH,,Field hand-held probe,max,,,7.4,,,
SM_LRWRP451_F,LRWRP,PV2397,McKay-GLIER,2023-01-30 07:00:00,wwFlow,,Measured daily average flow,mean,,,81.0,ML/D,,
SM_LRWRP451_T,LRWRP,PV2397,McKay-GLIER,2023-01-30 07:00:00,wwTemp,,Field hand-held probe,max,,,12.0,oC,,
SM_LRWRP451_pH,LRWRP,PV2397,McKay-GLIER,2023-01-30 07:00:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_CHWW228_F,CHWW,PV2404,McKay-GLIER,2023-01-30 07:00:00,wwFlow,,Measured daily average flow,mean,,,22.44,ML/D,,
SM_CHWW228_T,CHWW,PV2404,McKay-GLIER,2023-01-30 07:00:00,wwTemp,,Field hand-held probe,max,,,13.8,oC,,
SM_CHWW228_pH,CHWW,PV2404,McKay-GLIER,2023-01-30 07:00:00,wwpH,,Field hand-held probe,max,,,8.43,,,
SM_TB249_T,TB,PV2405,McKay-GLIER,2023-01-27 09:35:00,wwTemp,,Field hand-held probe,max,,,5.6,oC,,
SM_TB249_pH,TB,PV2405,McKay-GLIER,2023-01-27 09:35:00,wwpH,,Field hand-held probe,max,,,7.471,,,
SM_TB249_F,TB,PV2405,McKay-GLIER,2023-01-27 09:35:00,wwFlow,,Measured daily average flow,mean,,,49.47,ML/D,,
SM_TB249_TSS,TB,PV2405,McKay-GLIER,2023-01-27 09:35:00,wwTSS,,Laboratory analysis,max,,,237.2,mg/L,,
SM_TB250_T,TB,PV2406,McKay-GLIER,2023-01-30 09:00:00,wwTemp,,Field hand-held probe,max,,,4.5,oC,,
SM_TB250_pH,TB,PV2406,McKay-GLIER,2023-01-30 09:00:00,wwpH,,Field hand-held probe,max,,,7.528,,,
SM_TB250_F,TB,PV2406,McKay-GLIER,2023-01-30 09:00:00,wwFlow,,Measured daily average flow,mean,,,50.98,ML/D,,
SM_TB250_TSS,TB,PV2406,McKay-GLIER,2023-01-30 09:00:00,wwTSS,,Laboratory analysis,max,,,362.4,mg/L,,
SM_LRPCP438_F,LRPCP,PV2407,McKay-GLIER,2023-01-30 23:59:00,wwFlow,,Measured daily average flow,mean,,,49840.0,m3/d,,
SM_LRPCP438_T,LRPCP,PV2407,McKay-GLIER,2023-01-30 23:59:00,wwTemp,,Field hand-held probe,max,,,11.9,oC,,
SM_LRPCP438_pH,LRPCP,PV2407,McKay-GLIER,2023-01-30 23:59:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_LRPCP439_F,LRPCP,PV2408,McKay-GLIER,2023-01-31 23:59:00,wwFlow,,Measured daily average flow,mean,,,49210.0,m3/d,,
SM_LRPCP439_T,LRPCP,PV2408,McKay-GLIER,2023-01-31 23:59:00,wwTemp,,Field hand-held probe,max,,,11.3,oC,,
SM_LRPCP439_pH,LRPCP,PV2408,McKay-GLIER,2023-01-31 23:59:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRWRP452_F,LRWRP,PV2409,McKay-GLIER,2023-01-31 07:00:00,wwFlow,,Measured daily average flow,mean,,,75.0,ML/D,,
SM_LRWRP452_T,LRWRP,PV2409,McKay-GLIER,2023-01-31 07:00:00,wwTemp,,Field hand-held probe,max,,,12.4,oC,,
SM_LRWRP452_pH,LRWRP,PV2409,McKay-GLIER,2023-01-31 07:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
