uSiteMeasureID,siteID,sampleID,reporterID,dateTime,type,typeOther,typeDescription,aggregation,aggregationOther,aggregationDesc,value,unit,notes,Unnamed: 14
SM_LRWRP43_F,LRWRP,PM267,McKay-GLIER,2021-01-11 06:30:00,wwFlow,,Measured daily average flow,mean,,,78.0,ML/D,,
SM_LRWRP54_F,LRWRP,PM414,McKay-GLIER,2021-02-05 06:30:00,wwFlow,,Measured daily average flow,mean,,,60.2,ML/D,,
SM_LRWRP55_F,LRWRP,PM423,McKay-GLIER,2021-02-08 07:00:00,wwFlow,,Measured daily average flow,mean,,,56.0,ML/D,,
SM_LRWRP56_F,LRWRP,PM431,McKay-GLIER,2021-02-10 07:00:00,wwFlow,,Measured daily average flow,mean,,,88.0,ML/D,,
SM_LRWRP59_F_Spot,LRWRP,PM461,McKay-GLIER,2021-02-19 07:00:00,wwFlow,,Spot check flow,single,,,82.0,ML/D,,
SM_LRWRP61_F,LRWRP,PM482,McKay-GLIER,2021-02-24 06:30:00,wwFlow,,Measured daily average flow,mean,,,96.0,ML/D,,
SM_LRWRP63_F,LRWRP,PM501,McKay-GLIER,2021-03-01 07:00:00,wwFlow,,Measured daily average flow,mean,,,158.0,ML/D,,
SM_LRWRP64_F,LRWRP,PM509,McKay-GLIER,2021-03-03 06:30:00,wwFlow,,Measured daily average flow,mean,,,85.3,ML/D,,
SM_LRWRP65_F,LRWRP,PM517,McKay-GLIER,2021-03-05 06:30:00,wwFlow,,Spot check flow,single,,,75.0,ML/D,,
SM_LRWRP66_F,LRWRP,PM524,McKay-GLIER,2021-03-08 06:30:00,wwFlow,,Spot check flow,single,,,73.5,ML/D,,
SM_LRWRP68_F,LRWRP,PM545,McKay-GLIER,2021-03-12 06:30:00,wwFlow,,Spot check flow,single,,,65.8,ML/D,,
SM_LRWRP69_F,LRWRP,PM554,McKay-GLIER,2021-03-15 06:30:00,wwFlow,,Measured daily average flow,mean,,,62.0,ML/D,,
SM_LRWRP70_F,LRWRP,PM565,McKay-GLIER,2021-03-17 07:00:00,wwFlow,,Measured daily average flow,mean,,,80.0,ML/D,,
SM_LRWRP72_F,LRWRP,PM582,McKay-GLIER,2021-03-22 06:30:00,wwFlow,,Measured daily average flow,mean,,,66.3,ML/D,,
SM_LRWRP73_F,LRWRP,PM591,McKay-GLIER,2021-03-24 07:00:00,wwFlow,,Measured daily average flow,mean,,,95.0,ML/D,,
SM_LRWRP74_F,LRWRP,PM602,McKay-GLIER,2021-03-26 06:00:00,wwFlow,,Measured daily average flow,mean,,,50.0,ML/D,,
SM_LRWRP75_F,LRWRP,PM618,McKay-GLIER,2021-03-29 06:30:00,wwFlow,,Measured daily average flow,mean,,,160.0,ML/D,,
SM_LRWRP76_F,LRWRP,PM625,McKay-GLIER,2021-03-31 06:30:00,wwFlow,,Measured daily average flow,mean,,,103.0,ML/D,,
SM_LRWRP78_F,LRWRP,PM657,McKay-GLIER,2021-04-08 06:00:00,wwFlow,,Measured daily average flow,mean,,,100.0,ML/D,,
SM_LRWRP78_F,LRWRP,PM648,McKay-GLIER,2021-04-07 06:30:00,wwFlow,,Measured daily average flow,mean,,,65.0,ML/D,,
SM_LRWRP79_F,LRWRP,PM665,McKay-GLIER,2021-04-12 07:00:00,wwFlow,,Spot check flow,single,,,100.0,ML/D,,
SM_LRWRP81_F,LRWRP,PM684,McKay-GLIER,2021-04-16 07:00:00,wwFlow,,Measured daily average flow,mean,,,79.1,ML/D,,
SM_LRWRP81_F,LRWRP,PM693,McKay-GLIER,2021-04-19 06:30:00,wwFlow,,Measured daily average flow,mean,,,70.0,ML/D,,
SM_LRWRP88_F,LRWRP,PM747,McKay-GLIER,2021-05-05 06:30:00,wwFlow,,Measured daily average flow,mean,,,65.0,ML/D,,
SM_LRWRP91_F,LRWRP,PM775,McKay-GLIER,2021-05-12 06:30:00,wwFlow,,Measured daily average flow,mean,,,69.0,ML/D,,
SM_LRWRP92_F,LRWRP,PM785,McKay-GLIER,2021-05-14 06:30:00,wwFlow,,Measured daily average flow,mean,,,57.0,ML/D,,
SM_LRWRP93_F,LRWRP,PM791,McKay-GLIER,2021-05-17 06:30:00,wwFlow,,Measured daily average flow,mean,,,56.5,ML/D,,
SM_NB01_TSS,NB,PM433,McKay-GLIER,2021-02-09 08:45:00,wwTSS,,Laboratory analysis,max,,,28.0,mg/L,,
SM_NB02_TSS,NB,PM476,McKay-GLIER,2021-02-17 08:25:00,wwTSS,,Laboratory analysis,max,,,37.0,mg/L,,
SM_NB03_TSS,NB,PM487,McKay-GLIER,2021-02-09 08:45:00,wwTSS,,Laboratory analysis,max,,,21.0,mg/L,,
SM_NB05_TSS,NB,PM528,McKay-GLIER,2021-03-02 08:20:00,wwTSS,,Laboratory analysis,max,,,58.0,mg/L,,
SM_NB06_TSS,NB,PM542,McKay-GLIER,2021-03-09 08:30:00,wwTSS,,Laboratory analysis,max,,,38.0,mg/L,,
SM_NB07_TSS,NB,PM571,McKay-GLIER,2021-03-16 08:10:00,wwTSS,,Laboratory analysis,max,,,59.0,mg/L,,
SM_NB08_TSS,NB,PM600,McKay-GLIER,2021-03-23 07:50:00,wwTSS,,Laboratory analysis,max,,,39.0,mg/L,,
SM_NB09_TSS,NB,PM632,McKay-GLIER,2021-03-30 08:10:00,wwTSS,,Laboratory analysis,max,,,150.0,mg/L,,
SM_NB10_TSS,NB,PM654,McKay-GLIER,2021-04-05 08:25:00,wwTSS,,Laboratory analysis,max,,,179.0,mg/L,,
SM_NB11_TSS,NB,PM681,McKay-GLIER,2021-04-13 09:20:00,wwTSS,,Laboratory analysis,max,,,38.0,mg/L,,
SM_NB12_TSS,NB,PM706,McKay-GLIER,2021-04-19 07:30:00,wwTSS,,Laboratory analysis,max,,,155.0,mg/L,,
SM_NB14_TSS,NB,PM751,McKay-GLIER,2021-05-03 07:30:00,wwTSS,,Laboratory analysis,max,,,37.0,mg/L,,
SM_NB15_TSS,NB,PM781,McKay-GLIER,2021-05-10 07:00:00,wwTSS,,Laboratory analysis,max,,,148.0,mg/L,,
SM_NB16_TSS,NB,PM803,McKay-GLIER,2021-05-19 09:50:00,wwTSS,,Laboratory analysis,max,,,106.0,mg/L,,
SM_SOO01_COD,SOO,PM427,McKay-GLIER,2021-02-08 09:30:00,wwCOD,,Laboratory analysis,max,,,292.0,mg/L,,
SM_SOO01_NH4,SOO,PM427,McKay-GLIER,2021-02-08 09:30:00,wwNH4N,,Laboratory analysis,max,,,21.8,mg/L,,
SM_SOO01_Ophos,SOO,PM427,McKay-GLIER,2021-02-08 09:30:00,wwOPhos,,Laboratory analysis,max,,,2.05,mg/L,,
SM_SOO01_TSS,SOO,PM427,McKay-GLIER,2021-02-08 09:30:00,wwTSS,,Laboratory analysis,max,,,110.0,mg/L,,
SM_SOO02_NH4,SOO,PM457,McKay-GLIER,2021-02-16 09:30:00,wwNH4N,,Laboratory analysis,max,,,4.7,mg/L,,
SM_SOO02_Ophos,SOO,PM457,McKay-GLIER,2021-02-16 09:30:00,wwOPhos,,Laboratory analysis,max,,,2.05,mg/L,,
SM_SOO03_COD,SOO,PM589,McKay-GLIER,2021-02-22 09:30:00,wwCOD,,Laboratory analysis,max,,,259.0,mg/L,,
SM_SOO03_NH4,SOO,PM589,McKay-GLIER,2021-02-22 09:30:00,wwNH4N,,Laboratory analysis,max,,,22.8,mg/L,,
SM_SOO03_Ophos,SOO,PM589,McKay-GLIER,2021-02-22 09:30:00,wwOPhos,,Laboratory analysis,max,,,2.1,mg/L,,
SM_SOO03_TSS,SOO,PM589,McKay-GLIER,2021-02-22 09:30:00,wwTSS,,Laboratory analysis,max,,,240.0,mg/L,,
SM_SOO04_NH4,SOO,PM505,McKay-GLIER,2021-03-01 09:15:00,wwNH4N,,Laboratory analysis,max,,,19.2,mg/L,,
SM_SOO04_TSS,SOO,PM505,McKay-GLIER,2021-03-01 09:15:00,wwTSS,,Laboratory analysis,max,,,150.0,mg/L,,
SM_SOO05_NH4,SOO,PM530,McKay-GLIER,2021-03-01 09:15:00,wwNH4N,,Laboratory analysis,max,,,21.9,mg/L,,
SM_SOO05_Ophos,SOO,PM530,McKay-GLIER,2021-03-01 09:15:00,wwOPhos,,Laboratory analysis,max,,,2.0,mg/L,,
SM_SOO05_TSS,SOO,PM530,McKay-GLIER,2021-03-01 09:15:00,wwTSS,,Laboratory analysis,max,,,166.0,mg/L,,
SM_SOO07_NH4,SOO,PM589,McKay-GLIER,2021-03-22 09:45:00,wwNH4N,,Laboratory analysis,max,,,9.7,mg/L,,
SM_SOO07_Ophos,SOO,PM589,McKay-GLIER,2021-03-22 09:45:00,wwOPhos,,Laboratory analysis,max,,,2.22,mg/L,,
SM_SOO07_TSS,SOO,PM589,McKay-GLIER,2021-03-22 09:45:00,wwTSS,,Laboratory analysis,max,,,98.0,mg/L,,
SM_SOO08_NH4,SOO,PM563,McKay-GLIER,2021-03-15 09:45:00,wwNH4N,,Laboratory analysis,max,,,14.2,mg/L,,
SM_SOO08_Ophos,SOO,PM563,McKay-GLIER,2021-03-15 09:45:00,wwOPhos,,Laboratory analysis,max,,,1.25,mg/L,,
SM_SOO08_TSS,SOO,PM563,McKay-GLIER,2021-03-15 09:45:00,wwTSS,,Laboratory analysis,max,,,136.0,mg/L,,
SM_SOO09_NH4,SOO,PM653,McKay-GLIER,2021-04-05 10:05:00,wwNH4N,,Laboratory analysis,max,,,15.9,mg/L,,
SM_SOO09_Ophos,SOO,PM653,McKay-GLIER,2021-04-05 10:05:00,wwOPhos,,Laboratory analysis,max,,,1.45,mg/L,,
SM_SOO09_TSS,SOO,PM653,McKay-GLIER,2021-04-05 10:05:00,wwTSS,,Laboratory analysis,max,,,152.0,mg/L,,
SM_SOO11_NH4,SOO,PM695,McKay-GLIER,2021-04-19 09:30:00,wwNH4N,,Laboratory analysis,max,,,13.5,mg/L,,
SM_SOO11_Ophos,SOO,PM695,McKay-GLIER,2021-04-19 09:30:00,wwOPhos,,Laboratory analysis,max,,,1.5,mg/L,,
SM_SOO11_TSS,SOO,PM695,McKay-GLIER,2021-04-19 09:30:00,wwTSS,,Laboratory analysis,max,,,142.0,mg/L,,
SM_SOO13_NH4,SOO,PM750,McKay-GLIER,2021-05-03 09:45:00,wwNH4N,,Laboratory analysis,max,,,14.8,mg/L,,
SM_SOO13_NH4,SOO,PM772,McKay-GLIER,2021-05-10 09:45:00,wwNH4N,,Laboratory analysis,max,,,17.9,mg/L,,
SM_SOO13_Ophos,SOO,PM750,McKay-GLIER,2021-05-03 09:45:00,wwOPhos,,Laboratory analysis,max,,,1.9,mg/L,,
SM_SOO13_Ophos,SOO,PM772,McKay-GLIER,2021-05-10 09:45:00,wwOPhos,,Laboratory analysis,max,,,1.65,mg/L,,
SM_SOO13_TSS,SOO,PM750,McKay-GLIER,2021-05-03 09:45:00,wwTSS,,Laboratory analysis,max,,,162.0,mg/L,,
SM_SOO13_TSS,SOO,PM772,McKay-GLIER,2021-05-10 09:45:00,wwTSS,,Laboratory analysis,max,,,152.0,mg/L,,
SM_SOO14_NH4,SOO,PM796,McKay-GLIER,2021-05-17 09:45:00,wwNH4N,,Laboratory analysis,max,,,19.1,mg/L,,
SM_SOO14_Ophos,SOO,PM796,McKay-GLIER,2021-05-17 09:45:00,wwOPhos,,Laboratory analysis,max,,,1.85,mg/L,,
SM_SOO14_TSS,SOO,PM796,McKay-GLIER,2021-05-17 09:45:00,wwTSS,,Laboratory analysis,max,,,180.0,mg/L,,
SM_TB01_TSS,TB,PM405,McKay-GLIER,2021-02-01 08:58:00,wwTSS,,Laboratory analysis,max,,,164.4,mg/L,,
SM_TB02_TSS,TB,PM428,McKay-GLIER,2021-02-08 08:56:00,wwTSS,,Laboratory analysis,max,,,111.2,mg/L,,
SM_TB03_TSS,TB,PM458,McKay-GLIER,2021-02-16 07:40:00,wwTSS,,Laboratory analysis,max,,,151.6,mg/L,,
SM_TB04_TSS,TB,PM479,McKay-GLIER,2021-02-22 09:00:00,wwTSS,,Laboratory analysis,max,,,160.4,mg/L,,
SM_TB05_TSS,TB,PM512,McKay-GLIER,2021-03-01 09:16:00,wwTSS,,Laboratory analysis,max,,,149.4,mg/L,,
SM_TB07_TSS,TB,PM568,McKay-GLIER,2021-03-15 09:15:00,wwTSS,,Laboratory analysis,max,,,139.8,mg/L,,
SM_TB08_TSS,TB,PM593,McKay-GLIER,2021-03-22 08:50:00,wwTSS,,Laboratory analysis,max,,,142.6,mg/L,,
SM_TB09_TSS,TB,PM605,McKay-GLIER,2021-03-24 09:00:00,wwTSS,,Laboratory analysis,max,,,120.6,mg/L,,
SM_TB10_TSS,TB,PM627,McKay-GLIER,2021-03-29 09:17:00,wwTSS,,Laboratory analysis,max,,,148.6,mg/L,,
SM_TB12_TSS,TB,PM659,McKay-GLIER,2021-04-06 09:00:00,wwTSS,,Laboratory analysis,max,,,136.8,mg/L,,
SM_TB12_TSS,TB,PM644,McKay-GLIER,2021-03-29 09:17:00,wwTSS,,Laboratory analysis,max,,,148.6,mg/L,,
SM_TB13_TSS,TB,PM677,McKay-GLIER,2021-04-12 09:15:00,wwTSS,,Laboratory analysis,max,,,145.8,mg/L,,
SM_TB14_TSS,TB,PM687,McKay-GLIER,2021-04-14 09:27:00,wwTSS,,Laboratory analysis,max,,,60.2,mg/L,,
SM_TB15_TSS,TB,PM696,McKay-GLIER,2021-04-19 09:05:00,wwTSS,,Laboratory analysis,max,,,111.6,mg/L,,
SM_TB16_TSS,TB,PM707,McKay-GLIER,2021-04-21 08:45:00,wwTSS,,Laboratory analysis,max,,,78.88,mg/L,,
SM_TB17_TSS,TB,PM724,McKay-GLIER,2021-04-26 09:08:00,wwTSS,,Laboratory analysis,max,,,92.4,mg/L,,
SM_TB19_TSS,TB,PM749,McKay-GLIER,2021-05-03 09:05:00,wwTSS,,Laboratory analysis,max,,,96.0,mg/L,,
SM_TB20_TSS,TB,PM752,McKay-GLIER,2021-05-05 09:00:00,wwTSS,,Laboratory analysis,max,,,96.0,mg/L,,
SM_TB21_TSS,TB,PM773,McKay-GLIER,2021-05-10 09:16:00,wwTSS,,Laboratory analysis,max,,,120.4,mg/L,,
SM_TB22_TSS,TB,PM782,McKay-GLIER,2021-05-12 09:18:00,wwTSS,,Laboratory analysis,max,,,109.4,mg/L,,
SM_TB23_TSS,TB,PM797,McKay-GLIER,2021-05-17 09:05:00,wwTSS,,Laboratory analysis,max,,,142.2,mg/L,,
SM_TB24_TSS,TB,PM804,McKay-GLIER,2021-05-19 09:00:00,wwTSS,,Laboratory analysis,max,,,142.2,mg/L,,
SM_CHWW01_F,CHWW,PM761,McKay-GLIER,2021-05-10 06:28:00,wwFlow,,Measured daily average flow,mean,,,19.25,ML/D,,
SM_CHWW02_F,CHWW,PM768,McKay-GLIER,2021-05-12 06:51:00,wwFlow,,Measured daily average flow,mean,,,19.15,ML/D,,
SM_CHWW03_F,CHWW,PM787,McKay-GLIER,2021-05-16 00:00:00,wwFlow,,Measured daily average flow,mean,,,17.68,ML/D,,
SM_CHWW04_F,CHWW,PM793,McKay-GLIER,2021-05-19 00:00:00,wwFlow,,Measured daily average flow,mean,,,18.27,ML/D,,
SM_LRWRP44_F,LRWRP,PM291,McKay-GLIER,2021-01-13 06:30:00,wwFlow,,Measured daily average flow,mean,,,65.0,ML/D,,
SM_LRWRP45_F,LRWRP,PM299,McKay-GLIER,2021-01-15 06:30:00,wwFlow,,Measured daily average flow,mean,,,65.9,ML/D,,
SM_LRWRP47_F,LRWRP,PM326,McKay-GLIER,2021-01-20 07:00:00,wwFlow,,Measured daily average flow,mean,,,73.0,ML/D,,
SM_LRWRP49_F,LRWRP,PM351,McKay-GLIER,2021-01-25 07:00:00,wwFlow,,Measured daily average flow,mean,,,86.0,ML/D,,
SM_LRWRP50_F,LRWRP,PM378,McKay-GLIER,2021-01-27 06:30:00,wwFlow,,Measured daily average flow,mean,,,61.6,ML/D,,
SM_LRWRP51_F,LRWRP,PM384,McKay-GLIER,2021-01-27 06:30:00,wwFlow,,Measured daily average flow,mean,,,66.0,ML/D,,
SM_TB01_F,TB,PM405,McKay-GLIER,2021-02-01 08:58:00,wwFlow,,Measured daily average flow,mean,,,43.95,ML/D,snow was melting,
SM_TB02_F,TB,PM428,McKay-GLIER,2021-02-08 08:56:00,wwFlow,,Measured daily average flow,mean,,,42.82,ML/D,,
SM_TB03_F,TB,PM458,McKay-GLIER,2021-02-16 07:40:00,wwFlow,,Measured daily average flow,mean,,,45.56,ML/D,,
SM_TB04_F,TB,PM479,McKay-GLIER,2021-02-22 09:00:00,wwFlow,,Measured daily average flow,mean,,,41.59,ML/D,,
SM_TB05_F,TB,PM512,McKay-GLIER,2021-03-01 09:16:00,wwFlow,,Measured daily average flow,mean,,,41.51,ML/D,,
SM_TB07_F,TB,PM568,McKay-GLIER,2021-03-15 09:15:00,wwFlow,,Measured daily average flow,mean,,,45.07,ML/D,,
SM_TB08_F,TB,PM593,McKay-GLIER,2021-03-22 08:50:00,wwFlow,,Measured daily average flow,mean,,,50.3,ML/D,,
SM_TB09_F,TB,PM605,McKay-GLIER,2021-03-24 09:00:00,wwFlow,,Measured daily average flow,mean,,,50.09,ML/D,,
SM_TB10_F,TB,PM627,McKay-GLIER,2021-03-29 09:17:00,wwFlow,,Measured daily average flow,mean,,,51.69,ML/D,,
SM_TB12_F,TB,PM659,McKay-GLIER,2021-04-06 09:00:00,wwFlow,,Measured daily average flow,mean,,,56.59,ML/D,,
SM_TB12_F,TB,PM644,McKay-GLIER,2021-03-29 09:17:00,wwFlow,,Measured daily average flow,mean,,,51.69,ML/D,,
SM_TB13_F,TB,PM677,McKay-GLIER,2021-04-12 09:15:00,wwFlow,,Measured daily average flow,mean,,,78.87,ML/D,,
SM_TB14_F,TB,PM687,McKay-GLIER,2021-04-14 09:27:00,wwFlow,,Measured daily average flow,mean,,,136.98,ML/D,,
SM_TB15_F,TB,PM696,McKay-GLIER,2021-04-19 09:05:00,wwFlow,,Measured daily average flow,mean,,,85.55,ML/D,,
SM_TB16_F,TB,PM707,McKay-GLIER,2021-04-21 08:45:00,wwFlow,,Measured daily average flow,mean,,,86.7,ML/D,,
SM_TB17_F,TB,PM724,McKay-GLIER,2021-04-26 09:08:00,wwFlow,,Measured daily average flow,mean,,,73.98,ML/D,,
SM_TB19_F,TB,PM749,McKay-GLIER,2021-05-03 09:05:00,wwFlow,,Measured daily average flow,mean,,,68.49,ML/D,,
SM_TB20_F,TB,PM752,McKay-GLIER,2021-05-05 09:00:00,wwFlow,,Measured daily average flow,mean,,,77.83,ML/D,,
SM_TB21_F,TB,PM773,McKay-GLIER,2021-05-10 09:16:00,wwFlow,,Measured daily average flow,mean,,,68.43,ML/D,,
SM_TB22_F,TB,PM782,McKay-GLIER,2021-05-12 09:18:00,wwFlow,,Measured daily average flow,mean,,,64.25,ML/D,,
SM_TB23_F,TB,PM797,McKay-GLIER,2021-05-17 09:05:00,wwFlow,,Measured daily average flow,mean,,,61.63,ML/D,,
SM_TB24_F,TB,PM804,McKay-GLIER,2021-05-19 09:00:00,wwFlow,,Measured daily average flow,mean,,,60.24,ML/D,,
SM_LRWRP94_F,LRWRP,PM800,McKay-GLIER,2021-05-19 07:00:00,wwFlow,,Measured daily average flow,mean,,,100.0,ML/D,,
SM_LRWRP95_F,LRWRP,PM807,McKay-GLIER,2021-05-21 06:30:00,wwFlow,,Measured daily average flow,mean,,,63.9,ML/D,,
SM_AM35_T,AM,PM253,McKay-GLIER,2020-12-29 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.7,oC,,
SM_AM36_T,AM,PM293,McKay-GLIER,2021-01-11 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.0,oC,,
SM_AM37_T,AM,PM324,McKay-GLIER,2021-01-19 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.3,oC,,
SM_AM38_T,AM,PM325,McKay-GLIER,2021-01-20 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.9,oC,,
SM_AM39_T,AM,PM353,McKay-GLIER,2021-01-25 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,11.3,oC,,
SM_AM40_T,AM,PM380,McKay-GLIER,2021-01-27 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,7.7,oC,,
SM_AM42_T,AM,PM403,McKay-GLIER,2021-02-03 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.0,oC,,
SM_AM43_T,AM,PM421,McKay-GLIER,2021-02-08 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.6,oC,,
SM_AM44_T,AM,PM429,McKay-GLIER,2021-02-10 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.2,oC,,
SM_AM45_T,AM,PM450,McKay-GLIER,2021-02-17 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,8.4,oC,,
SM_AM46_T,AM,PM472,McKay-GLIER,2021-02-22 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,7.5,oC,,
SM_AM47_T,AM,PM480,McKay-GLIER,2021-02-24 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,8.8,oC,,
SM_AM48_T,AM,PM499,McKay-GLIER,2021-03-01 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,12.9,oC,,
SM_AM49_T,AM,PM506,McKay-GLIER,2021-03-03 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,8.9,oC,,
SM_AM50_T,AM,PM523,McKay-GLIER,2021-03-08 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.6,oC,,
SM_AM51_T,AM,PM531,McKay-GLIER,2021-03-08 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.5,oC,,
SM_AM52_T,AM,PM552,McKay-GLIER,2021-03-15 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.7,oC,,
SM_AM53_T,AM,PM562,McKay-GLIER,2021-03-17 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.0,oC,,
SM_AM54_T,AM,PM580,McKay-GLIER,2021-03-22 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.7,oC,,
SM_AM55_T,AM,PM587,McKay-GLIER,2021-03-24 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.1,oC,,
SM_AM56_T,AM,PM616,McKay-GLIER,2021-03-29 07:30:00,wwTemp,,Field hand-held temperature probe,max,,,11.5,oC,,
SM_AM57_T,AM,PM623,McKay-GLIER,2021-03-31 07:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.8,oC,,
SM_AM59_T,AM,PM661,McKay-GLIER,2021-04-12 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.0,oC,,
SM_AM59_T,AM,PM646,McKay-GLIER,2021-04-07 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,8.9,oC,,
SM_AM60_T,AM,PM673,McKay-GLIER,2021-04-14 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.3,oC,,
SM_AM61_T,AM,PM690,McKay-GLIER,2021-04-19 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.5,oC,,
SM_AM62_T,AM,PM697,McKay-GLIER,2021-04-21 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,8.6,oC,,
SM_AM63_T,AM,PM714,McKay-GLIER,2021-04-26 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,8.5,oC,,
SM_AM64_T,AM,PM720,McKay-GLIER,2021-04-28 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,11.0,oC,,
SM_AM65_T,AM,PM738,McKay-GLIER,2021-05-03 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.3,oC,,
SM_AM66_T,AM,PM743,McKay-GLIER,2021-05-05 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.0,oC,,
SM_AM67_T,AM,PM762,McKay-GLIER,2021-05-10 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,9.7,oC,,
SM_AM68_T,AM,PM769,McKay-GLIER,2021-05-12 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.2,oC,,
SM_AM69_T,AM,PM788,McKay-GLIER,2021-05-17 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,14.1,oC,,
SM_AM70_T,AM,PM794,McKay-GLIER,2021-05-19 06:00:00,wwTemp,,Field hand-held temperature probe,max,,,10.5,oC,,
SM_CHWW01_T,CHWW,PM761,McKay-GLIER,2021-05-10 06:28:00,wwTemp,,Field hand-held probe,max,,,11.2,oC,,
SM_CHWW02_T,CHWW,PM768,McKay-GLIER,2021-05-12 06:51:00,wwTemp,,Field hand-held probe,max,,,10.6,oC,,
SM_CHWW03_T,CHWW,PM787,McKay-GLIER,2021-05-16 00:00:00,wwTemp,,Field hand-held probe,max,,,15.0,oC,,
SM_CHWW04_T,CHWW,PM793,McKay-GLIER,2021-05-19 00:00:00,wwTemp,,Field hand-held probe,max,,,15.2,oC,,
SM_GREEN2061_T,GREEN,PM373,McKay-GLIER,2021-01-24 01:40:00,wwTemp,,Field hand-held temperature probe,max,,,17.3,oC,,
SM_GREEN2111_T,GREEN,PM494,McKay-GLIER,2021-02-28 09:00:00,wwTemp,,Field hand-held temperature probe,max,,,14.8,oC,,
SM_LA36_T,LA,PM252,McKay-GLIER,2020-12-28 10:00:00,wwTemp,,Field hand-held temperature probe,max,,,18.9,oC,,
SM_LA38_T,LA,PM346,McKay-GLIER,2021-01-21 08:23:00,wwTemp,,Field hand-held temperature probe,max,,,14.7,oC,,
SM_LA39_T,LA,PM381,McKay-GLIER,2021-01-26 08:00:00,wwTemp,,Field hand-held temperature probe,max,,,18.8,oC,,
SM_LA40_T,LA,PM411,McKay-GLIER,2021-02-03 13:00:00,wwTemp,,Field hand-held temperature probe,max,,,15.4,oC,,
SM_LA41_T,LA,PM435,McKay-GLIER,2021-02-11 13:00:00,wwTemp,,Field hand-held temperature probe,max,,,20.1,oC,,
SM_LA42_T,LA,PM459,McKay-GLIER,2021-02-17 10:00:00,wwTemp,,Field hand-held temperature probe,max,,,18.4,oC,,
SM_LA43_T,LA,PM488,McKay-GLIER,2021-02-24 10:00:00,wwTemp,,Field hand-held temperature probe,max,,,14.9,oC,,
SM_LA44_T,LA,PM507,McKay-GLIER,2021-03-02 08:30:00,wwTemp,,Field hand-held temperature probe,max,,,15.3,oC,,
SM_LA45_T,LA,PM543,McKay-GLIER,2021-03-10 09:00:00,wwTemp,,Field hand-held temperature probe,max,,,14.6,oC,,
SM_LA46_T,LA,PM572,McKay-GLIER,2021-03-17 12:00:00,wwTemp,,Field hand-held temperature probe,max,,,16.8,oC,,
SM_LA47_T,LA,PM588,McKay-GLIER,2021-03-22 12:00:00,wwTemp,,Field hand-held temperature probe,max,,,15.9,oC,,
SM_LA48_T,LA,PM633,McKay-GLIER,2021-03-30 10:00:00,wwTemp,,Field hand-held temperature probe,max,,,18.0,oC,,
SM_LA50_T,LA,PM655,McKay-GLIER,2021-04-06 11:00:00,wwTemp,,Field hand-held temperature probe,max,,,19.9,oC,,
SM_LA51_T,LA,PM682,McKay-GLIER,2021-04-14 09:00:00,wwTemp,,Field hand-held temperature probe,max,,,19.9,oC,,
SM_LA52_T,LA,PM698,McKay-GLIER,2021-04-19 09:00:00,wwTemp,,Field hand-held temperature probe,max,,,19.6,oC,,
SM_LA54_T,LA,PM753,McKay-GLIER,2021-05-05 08:00:00,wwTemp,,Field hand-held temperature probe,max,,,19.2,oC,,
SM_LA55_T,LA,PM770,McKay-GLIER,2021-05-10 08:00:00,wwTemp,,Field hand-held temperature probe,max,,,12.7,oC,,
SM_LA56_T,LA,PM795,McKay-GLIER,2021-05-19 08:15:00,wwTemp,,Field hand-held temperature probe,max,,,18.4,oC,,
